Name,Location,Year,Kilometers_Driven,Owner_Type,Engine_CC,Power_bhp,Seats,Selling_Price_Lakh,Mileage_kmpl,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Kms_per_Year,Is_Luxury,Price_per_bhp
Tata Indica GLS BS IV,Pune,2007,108995,First,1193,65.3,5.0,1.25,15.3,True,True,18,6055.28,False,0.02
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,First,1598,118.0,5.0,8.25,22.7,False,True,10,7300.0,False,0.07
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,First,1298,88.2,5.0,2.71,16.1,True,True,17,3823.53,False,0.03
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,First,1197,82.0,5.0,3.6,19.1,True,True,9,3555.56,False,0.04
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,First,1197,80.0,5.0,3.0,18.5,True,True,15,4333.33,False,0.04
Maruti Celerio VXI AT,Hyderabad,2016,21600,First,998,67.04,5.0,4.65,23.1,True,False,9,2400.0,False,0.07
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,First,2143,170.0,5.0,9.5,14.84,False,False,15,2600.0,True,0.06
Maruti Swift Dzire VXi,Mumbai,2011,58075,First,1298,85.8,5.0,2.95,17.5,True,True,14,4148.21,False,0.03
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,First,1598,103.6,5.0,3.0,15.04,True,True,14,4142.86,False,0.03
Maruti Swift ZDi,Hyderabad,2015,58000,First,1248,74.0,5.0,5.95,25.2,False,True,10,5800.0,False,0.08
Toyota Corolla Altis VL,Delhi,2008,89000,First,1798,138.1,5.0,4.0,14.53,True,False,17,5235.29,False,0.03
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,First,1799,130.0,5.0,2.5,13.5,True,True,17,4235.29,False,0.02
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,First,1499,110.4,5.0,11.37,16.05,True,False,8,225.0,False,0.1
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Second,1248,93.0,5.0,2.25,19.0,False,True,15,11470.0,False,0.02
Hyundai i10 Era,Jaipur,2013,46230,First,1086,68.05,5.0,3.1,19.81,True,True,12,3852.5,False,0.05
Volvo XC60 D5 Inscription,Kochi,2014,86925,First,2400,215.0,5.0,17.18,11.2,False,False,11,7902.27,True,0.08
Hyundai i20 1.2 Asta,Jaipur,2018,5000,First,1197,81.83,5.0,6.5,18.6,True,True,7,714.29,False,0.08
Honda City i DTEC S,Ahmedabad,2014,66000,First,1498,98.6,5.0,5.7,26.0,False,True,11,6000.0,False,0.06
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,First,2494,100.0,8.0,8.0,12.99,False,True,12,9916.67,False,0.08
Renault KWID RXT,Chennai,2016,45000,First,799,53.3,5.0,2.6,25.17,True,True,9,5000.0,False,0.05
Maruti A-Star Vxi,Hyderabad,2009,66149,First,998,66.1,5.0,2.45,19.0,True,True,16,4134.31,False,0.04
Mercedes-Benz B Class B180,Kochi,2014,42070,First,1595,120.7,5.0,11.57,14.8,True,False,11,3824.55,True,0.1
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,First,998,67.1,5.0,2.3,18.9,True,True,13,2731.0,False,0.03
Maruti Swift VDI BSIV,Jaipur,2016,41460,First,1248,74.0,5.0,5.9,25.2,False,True,9,4606.67,False,0.08
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,First,1591,121.3,5.0,7.2,17.0,True,False,10,4060.0,False,0.06
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,First,1582,126.2,5.0,5.9,22.0,False,False,12,7250.0,False,0.05
Honda City V MT,Chennai,2014,30000,Second,1497,116.3,5.0,6.0,16.8,True,True,11,2727.27,False,0.05
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,First,1086,66.7,5.0,1.95,16.0,True,True,15,1805.93,False,0.03
Toyota Etios GD SP,Coimbatore,2016,53702,First,1364,67.04,5.0,6.55,23.59,False,True,9,5966.89,False,0.1
Volvo S60 D4 Momentum,Hyderabad,2015,51000,First,1969,190.0,5.0,25.0,27.03,False,False,10,5100.0,True,0.13
Ford Figo Diesel EXI,Kolkata,2012,36542,First,1399,68.05,5.0,2.65,20.0,False,True,13,2810.92,False,0.04
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,First,2987,265.0,5.0,69.5,13.0,False,False,8,1875.0,True,0.26
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,First,1995,190.0,5.0,14.0,22.69,False,False,13,5000.0,True,0.07
Maruti Alto 800 VXI,Pune,2014,32000,Second,796,47.3,5.0,2.1,22.74,True,True,11,2909.09,False,0.04
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,First,2393,147.8,7.0,20.4,13.68,False,True,8,3049.12,False,0.14
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,First,999,75.0,5.0,5.68,18.78,True,True,6,166.67,False,0.08
Nissan Terrano XL,Mumbai,2014,28238,First,1598,102.5,5.0,5.55,13.24,True,True,11,2567.09,False,0.05
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,First,2477,175.56,7.0,12.75,13.5,False,True,12,4916.67,False,0.07
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Second,1799,130.2,5.0,3.35,14.8,True,True,13,7076.92,False,0.03
Maruti Alto 800 LXI,Kolkata,2013,56840,First,796,47.3,5.0,1.55,22.74,True,True,12,4736.67,False,0.03
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Second,1598,103.6,5.0,5.9,20.54,False,True,12,5228.83,False,0.06
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,First,2179,187.74,5.0,18.98,12.35,False,False,13,7384.62,True,0.1
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,First,1997,153.86,5.0,11.51,13.7,True,True,11,2181.82,False,0.07
Maruti Ertiga VDI,Mumbai,2016,54000,First,1248,88.76,7.0,7.75,20.77,False,True,9,6000.0,False,0.09
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,First,2494,100.6,7.0,13.9,12.99,False,True,9,10000.0,False,0.14
Tata Manza Aura Safire,Kolkata,2010,40000,First,1368,90.0,5.0,1.35,15.0,True,True,15,2666.67,False,0.02
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Second,2967,241.4,7.0,38.0,12.07,False,False,10,6593.8,True,0.16
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,First,1591,121.4,5.0,11.6,17.1,True,False,8,2012.5,False,0.1
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,First,1498,108.5,5.0,12.25,21.5,False,False,8,450.0,False,0.11
Honda City 1.5 S MT,Jaipur,2011,52000,First,1497,118.0,5.0,3.8,17.0,True,True,14,3714.29,False,0.03
Ford Figo Diesel Titanium,Mumbai,2014,54000,First,1399,68.05,5.0,3.25,20.0,False,True,11,4909.09,False,0.05
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,First,1199,88.7,5.0,6.4,18.7,True,True,9,1711.0,False,0.07
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Second,1198,73.9,5.0,3.95,16.47,True,True,13,5769.23,False,0.05
Honda City i-VTEC S,Delhi,2010,76752,First,1497,117.3,5.0,3.57,17.4,True,True,15,5116.8,False,0.03
Honda City ZX GXi,Mumbai,2005,56000,Second,1497,78.0,5.0,1.25,17.7,True,True,20,2800.0,False,0.02
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Second,2354,187.4,5.0,12.5,12.0,True,False,12,3843.75,False,0.07
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Second,1995,190.0,5.0,23.0,18.12,False,False,11,3181.82,True,0.12
Ambassador Classic Nova Diesel,Chennai,2003,80000,Third,1489,35.5,5.0,1.35,12.8,False,True,22,3636.36,False,0.04
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,First,2179,120.0,8.0,6.32,12.05,False,True,13,4825.31,False,0.05
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,First,1598,103.6,5.0,3.4,20.54,False,True,13,2615.38,False,0.03
Maruti Zen VX,Jaipur,1999,70000,Second,993,60.0,5.0,0.77,17.3,True,True,26,2692.31,False,0.01
Maruti 800 DX BSII,Jaipur,2009,32000,First,796,37.0,4.0,0.9,16.1,True,True,16,2000.0,False,0.02
Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,First,1798,138.03,5.0,18.0,14.28,True,False,8,2625.0,False,0.13
BMW 3 Series 328i Sport Line,Pune,2013,49000,First,1997,245.0,5.0,19.0,14.59,True,False,12,4083.33,True,0.08
Ford Ikon 1.3 Flair,Chennai,2007,40000,Third,1299,70.0,5.0,1.1,13.8,True,True,18,2222.22,False,0.02
Chevrolet Beat LT,Pune,2012,78000,Second,1199,79.4,5.0,2.0,18.6,True,True,13,6000.0,False,0.03
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,First,1364,86.79,5.0,6.5,21.43,False,True,13,4000.0,False,0.07
Mahindra XUV500 W4,Bangalore,2014,65213,First,2179,140.0,7.0,9.45,16.0,False,True,11,5928.45,False,0.07
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,First,1120,71.0,5.0,4.0,24.4,False,True,9,18888.89,False,0.06
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,First,2143,204.0,5.0,32.25,13.0,False,False,8,4610.5,True,0.16
Hyundai i10 Sportz,Pune,2009,62500,First,1197,78.9,5.0,2.1,20.36,True,True,16,3906.25,False,0.03
Toyota Corolla Altis VL AT,Mumbai,2015,68000,Second,1798,138.03,5.0,9.75,14.28,True,False,10,6800.0,False,0.07
Toyota Corolla 1.8 J,Kolkata,2014,40748,First,1798,138.0,5.0,6.3,14.53,True,True,11,3704.36,False,0.05
Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,First,1968,184.0,5.0,21.0,17.32,False,False,12,5000.0,True,0.11
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,First,1396,88.8,5.0,4.65,21.9,False,True,11,1127.27,False,0.05
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,Second,2143,167.62,5.0,17.0,19.27,False,False,12,7250.0,True,0.1
Maruti Ritz VDi,Pune,2013,20248,First,1248,73.9,5.0,4.35,21.1,False,True,12,1687.33,False,0.06
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,First,1582,126.2,5.0,14.82,19.67,False,True,8,6547.88,False,0.12
Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,First,1999,177.0,5.0,40.0,13.6,False,False,7,142.86,True,0.23
Mahindra Xylo D4,Chennai,2016,85000,First,2489,93.7,7.0,6.15,14.95,False,True,9,9444.44,False,0.07
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,First,2494,100.6,7.0,11.25,12.99,False,True,11,4272.73,False,0.11
Toyota Camry 2.5 Hybrid,Pune,2018,17585,First,2494,157.7,5.0,32.0,19.16,True,False,7,2512.14,False,0.2
Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,First,2967,241.4,5.0,45.62,13.22,False,False,7,4642.29,True,0.19
Maruti Swift VDI,Kochi,2017,34613,First,1248,74.0,5.0,6.24,28.4,False,True,8,4326.62,False,0.08
Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,First,1248,88.76,7.0,4.8,20.77,False,True,10,15300.0,False,0.05
Maruti Swift VXi BSIV,Chennai,2014,54000,Second,1197,85.0,5.0,4.5,16.1,True,True,11,4909.09,False,0.05
Hyundai i10 Sportz,Kochi,2015,16900,First,1197,78.9,5.0,3.87,20.36,True,True,10,1690.0,False,0.05
Hyundai i10 Sportz,Delhi,2013,62334,First,1197,78.9,5.0,2.75,20.36,True,True,12,5194.5,False,0.03
Maruti Baleno Sigma 1.2,Kochi,2018,23714,First,1197,83.1,5.0,6.57,21.4,True,True,7,3387.71,False,0.08
Hyundai Accent Executive,Jaipur,2010,52325,First,1495,93.7,5.0,2.0,16.36,True,True,15,3488.33,False,0.02
Honda Brio S MT,Ahmedabad,2012,50000,First,1198,86.8,5.0,3.65,19.4,True,True,13,3846.15,False,0.04
Maruti Swift ZDi,Hyderabad,2016,55746,First,1248,74.0,5.0,6.95,22.9,False,True,9,6194.0,False,0.09
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,First,1197,81.86,5.0,5.5,20.14,True,True,11,4909.09,False,0.07
Mahindra XUV500 W8 2WD,Kolkata,2013,43000,First,2179,140.0,7.0,7.0,16.0,False,True,12,3583.33,False,0.05
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,First,2143,201.1,5.0,24.0,13.0,False,False,11,3636.36,True,0.12
Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,Second,2179,115.0,5.0,11.0,0.0,False,False,15,8333.33,True,0.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,First,2143,170.0,5.0,32.5,19.27,False,False,9,5771.56,True,0.19
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,First,1396,88.76,5.0,6.45,21.27,False,True,10,4695.0,False,0.07
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,First,1968,141.0,5.0,15.75,19.3,False,False,10,2300.0,False,0.11
Honda City 1.5 S MT,Mumbai,2014,54546,First,1497,118.0,5.0,5.5,17.0,True,True,11,4958.73,False,0.05
Toyota Fortuner 4x2 AT,Kochi,2015,51535,First,2982,168.5,7.0,19.03,12.55,False,False,10,5153.5,False,0.11
Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,First,1968,184.0,5.0,15.25,17.32,False,False,12,3750.0,True,0.08
Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,First,998,67.1,5.0,2.4,20.92,True,True,13,3538.77,False,0.04
Tata Indigo eCS LX BSIV,Chennai,2011,124000,First,1396,69.0,5.0,2.3,23.03,False,True,14,8857.14,False,0.03
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,First,1968,174.33,5.0,14.35,17.11,False,False,11,7035.91,True,0.08
Honda City i-VTEC CVT VX,Kochi,2018,22974,First,1497,117.3,5.0,11.97,18.0,True,False,7,3282.0,False,0.1
Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,First,2755,174.5,7.0,18.9,14.24,False,True,10,6501.2,False,0.11
Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,First,1197,82.0,5.0,5.4,18.9,True,True,8,2140.62,False,0.07
Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,First,1196,73.0,7.0,2.95,15.1,True,True,10,9041.3,False,0.04
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,First,1198,73.9,5.0,5.1,16.47,True,True,12,3083.33,False,0.07
Maruti Wagon R LXI Minor,Jaipur,2006,65000,First,1061,67.0,5.0,1.5,18.9,True,True,19,3421.05,False,0.02
Honda City 1.5 V MT,Bangalore,2011,66000,First,1497,118.0,5.0,4.9,17.0,True,True,14,4714.29,False,0.04
Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,First,1799,130.2,5.0,2.9,14.8,True,True,15,5733.33,False,0.02
Honda City 1.5 EXI,Pune,2005,98437,First,1493,100.0,5.0,1.15,13.0,True,True,20,4921.85,False,0.01
Hyundai i20 1.2 Magna,Kolkata,2010,18000,First,1197,80.0,5.0,2.3,18.5,True,True,15,1200.0,False,0.03
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,First,1120,70.0,5.0,5.99,24.0,False,True,7,5010.0,False,0.09
Volkswagen Vento Petrol Highline AT,Pune,2011,42000,Third,1598,103.6,5.0,3.4,14.4,True,False,14,3000.0,False,0.03
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,First,1197,78.9,5.0,1.7,20.36,True,True,16,2500.0,False,0.02
Hyundai i20 Asta,Kolkata,2009,43000,First,1197,80.0,5.0,1.99,17.0,True,True,16,2687.5,False,0.02
Chevrolet Beat LS,Pune,2012,65000,First,1199,79.4,5.0,2.5,18.6,True,True,13,5000.0,False,0.03
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,First,1199,73.9,5.0,4.85,22.07,False,True,12,6166.67,False,0.07
Ford Figo Petrol LXI,Hyderabad,2010,51192,First,1196,70.0,5.0,2.65,15.6,True,True,15,3412.8,False,0.04
Audi TT 2.0 TFSI,Kochi,2014,14262,First,1984,207.8,2.0,27.35,9.9,True,False,11,1296.55,True,0.13
Honda City i DTEC VX,Jaipur,2015,66339,Second,1498,98.6,5.0,6.9,25.1,False,True,10,6633.9,False,0.07
Ford Figo Diesel Titanium,Hyderabad,2013,90200,First,1399,68.05,5.0,3.5,20.0,False,True,12,7516.67,False,0.05
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,First,2494,100.6,7.0,12.5,12.99,False,True,10,5785.4,False,0.12
Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,First,1373,91.1,5.0,9.2,19.12,True,False,8,4000.0,False,0.1
Hyundai Grand i10 AT Asta,Mumbai,2015,29631,First,1197,82.0,5.0,4.9,18.9,True,False,10,2963.1,False,0.06
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,54173,First,999,123.24,5.0,5.55,18.88,True,True,11,4924.82,False,0.05
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,2014,50000,First,1798,177.6,5.0,13.5,14.7,True,False,11,4545.45,False,0.08
Fiat Linea Emotion (Diesel),Kolkata,2010,145000,First,1248,91.7,5.0,2.6,20.4,False,True,15,9666.67,False,0.03
Maruti Swift Lxi BSIII,Jaipur,2015,78000,First,1298,88.2,5.0,4.5,16.1,True,True,10,7800.0,False,0.05
Land Rover Discovery 4 TDV6 SE,Delhi,2013,65000,Second,2993,180.0,7.0,34.0,11.8,False,False,12,5416.67,True,0.19
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,First,2494,102.0,7.0,12.0,12.8,False,True,13,9230.77,False,0.12
Maruti Swift LDI,Mumbai,2015,14000,First,1248,74.0,5.0,5.25,28.4,False,True,10,1400.0,False,0.07
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,57456,First,1968,174.33,5.0,21.56,17.68,False,False,11,5223.27,True,0.12
BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,First,1995,190.0,5.0,24.68,22.48,False,False,13,3419.23,True,0.13
Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,First,1197,82.9,5.0,3.67,18.5,True,True,12,5314.75,False,0.04
BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,First,1995,190.0,5.0,29.5,17.05,False,False,9,3444.44,True,0.16
Toyota Etios G,Delhi,2012,60000,First,1496,88.73,5.0,3.1,17.6,True,True,13,4615.38,False,0.03
Tata Indigo LX,Ahmedabad,2015,78008,First,1405,70.0,5.0,2.9,17.0,False,True,10,7800.8,False,0.04
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2014,33000,Second,2987,165.0,5.0,43.0,0.0,False,False,11,3000.0,True,0.26
Volkswagen Beetle 2.0,Mumbai,2009,27078,First,1984,114.4,4.0,15.95,10.98,True,False,16,1692.38,False,0.14
Volkswagen Polo GT TDI,Hyderabad,2011,57275,First,1598,103.6,5.0,4.5,19.7,False,True,14,4091.07,False,0.04
Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,First,1120,70.0,5.0,3.49,24.0,False,True,11,4090.91,False,0.05
Maruti Swift VDI BSIV,Delhi,2014,57319,First,1248,74.0,5.0,4.25,25.2,False,True,11,5210.82,False,0.06
Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,Second,1396,88.76,5.0,1.9,24.0,False,True,17,7123.35,False,0.02
BMW 5 Series 2003-2012 525d,Mumbai,2011,89000,First,1995,218.0,5.0,16.57,16.73,False,False,14,6357.14,True,0.08
Honda City 1.5 S MT,Bangalore,2012,72000,First,1497,118.0,5.0,5.75,17.0,True,True,13,5538.46,False,0.05
Audi A4 2.0 TDI,Delhi,2013,36000,Second,1968,147.51,5.0,14.0,16.55,False,False,12,3000.0,True,0.09
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Second,1248,75.0,5.0,2.5,19.5,False,True,12,7166.67,False,0.03
Honda City 1.3 EXI,Ahmedabad,2002,85000,First,1343,90.0,5.0,1.2,13.0,True,True,23,3695.65,False,0.01
BMW 3 Series 320d Luxury Line,Kochi,2013,37613,First,1995,190.0,5.0,13.95,22.69,False,False,12,3134.42,True,0.07
Ford Fiesta 1.4 Duratec EXI,Chennai,2007,100000,First,1388,68.0,5.0,1.6,16.6,True,True,18,5555.56,False,0.02
Tata Nano XTA,Coimbatore,2016,5240,First,624,37.48,4.0,3.6,21.9,True,False,9,582.22,False,0.1
Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,First,1197,81.8,5.0,6.06,20.89,True,True,6,2810.33,False,0.07
Maruti Swift Dzire ZXi,Coimbatore,2013,59254,Second,1298,85.8,5.0,5.29,17.5,True,True,12,4937.83,False,0.06
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,First,1498,89.84,5.0,5.75,22.7,False,True,11,5454.55,False,0.06
Maruti Swift Dzire VXI,Coimbatore,2014,47674,First,1197,85.8,5.0,5.72,19.1,True,True,11,4334.0,False,0.07
Hyundai i10 Sportz AT,Kochi,2014,61517,First,1197,78.9,5.0,4.39,16.95,True,False,11,5592.45,False,0.06
Mahindra XUV500 W6 2WD,Coimbatore,2016,62946,First,2179,140.0,7.0,11.05,15.1,False,True,9,6994.0,False,0.08
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Second,1396,88.73,5.0,4.83,22.54,False,True,10,6682.3,False,0.05
Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,Second,1396,88.76,5.0,4.5,21.27,False,True,13,8230.77,False,0.05
BMW 7 Series 730Ld,Mumbai,2011,55000,Second,2993,258.0,5.0,19.5,16.46,False,False,14,3928.57,True,0.08
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,24000,First,1598,103.52,5.0,8.75,14.3,True,False,8,3000.0,False,0.08
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,First,2967,245.0,7.0,67.0,14.75,False,False,9,2222.44,True,0.27
Honda City i VTEC VX,Kochi,2016,54317,First,1497,117.3,5.0,8.4,17.4,True,True,9,6035.22,False,0.07
Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,First,1197,82.0,5.0,4.99,19.1,True,True,9,1133.33,False,0.06
Honda City i DTec E,Coimbatore,2016,24337,First,1498,98.6,5.0,8.18,26.0,False,True,9,2704.11,False,0.08
Honda Brio S Option MT,Pune,2012,79000,First,1198,86.8,5.0,2.9,18.4,True,True,13,6076.92,False,0.03
Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,First,1248,88.5,5.0,7.1,28.09,False,True,10,4050.0,False,0.08
Maruti Swift Dzire VDI Optional,Pune,2016,23000,First,1248,74.0,5.0,7.05,26.59,False,True,9,2555.56,False,0.1
Honda CR-V 2.4L 4WD AT,Pune,2015,63050,First,2354,158.8,5.0,17.5,11.1,True,False,10,6305.0,False,0.11
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,78000,Second,1794,138.1,5.0,3.41,14.53,True,False,17,4588.24,False,0.02
Honda City 1.5 V MT,Coimbatore,2012,66245,First,1497,118.0,5.0,5.68,17.0,True,True,13,5095.77,False,0.05
Mahindra Scorpio LX BS IV,Bangalore,2007,74112,First,2179,120.0,9.0,4.1,12.05,False,True,18,4117.33,False,0.03
Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,First,1798,157.8,5.0,4.0,13.4,True,True,14,6262.14,False,0.03
BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,First,1995,184.0,5.0,30.0,18.88,False,False,10,1000.0,True,0.16
Maruti SX4 Zxi BSIII,Chennai,2007,62493,First,1586,104.68,5.0,1.8,15.0,True,True,18,3471.83,False,0.02
Maruti Ciaz VXi Plus,Kochi,2015,44620,First,1373,91.1,5.0,6.93,20.73,True,True,10,4462.0,False,0.08
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,First,4367,308.0,7.0,70.0,10.2,False,False,13,5118.31,True,0.23
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,First,2494,100.0,7.0,7.9,12.99,False,True,12,5000.0,False,0.08
Hyundai Santro Xing GL,Kochi,2011,20842,First,1086,62.0,5.0,2.78,0.0,True,True,14,1488.71,False,0.04
Hyundai Santa Fe 4WD AT,Chennai,2014,110000,First,2199,194.3,7.0,14.4,13.01,False,False,11,10000.0,False,0.07
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,Second,1796,186.0,5.0,13.5,11.74,True,False,14,3214.29,True,0.07
Maruti Alto LXi,Coimbatore,2012,49008,First,796,46.3,5.0,2.88,19.7,True,True,13,3769.85,False,0.06
Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,First,796,47.3,5.0,2.15,24.7,True,True,9,3444.44,False,0.05
Nissan Sunny 2011-2014 XV,Pune,2013,8000,First,1498,97.7,5.0,3.75,16.95,True,True,12,666.67,False,0.04
Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,First,796,47.3,5.0,3.6,24.7,True,True,6,28.5,False,0.08
Maruti Alto K10 VXI,Kolkata,2018,2100,First,998,67.1,5.0,3.6,24.07,True,True,7,300.0,False,0.05
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,First,1197,81.86,5.0,7.55,18.9,True,False,7,2952.43,False,0.09
Honda Mobilio S i DTEC,Kolkata,2015,50000,First,1498,98.6,7.0,4.7,24.2,False,True,10,5000.0,False,0.05
Tata Manza Aqua Quadrajet,Jaipur,2010,100030,Second,1248,90.0,5.0,1.6,18.8,False,True,15,6668.67,False,0.02
Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,First,1991,123.7,5.0,3.34,16.52,False,True,14,5383.71,False,0.03
Honda City i VTEC CVT VX,Kochi,2016,60475,First,1497,117.3,5.0,9.1,18.0,True,False,9,6719.44,False,0.08
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,First,1197,81.86,5.0,6.17,18.9,True,True,6,3075.5,False,0.08
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,First,1582,126.2,5.0,2.5,22.0,False,True,17,5681.06,False,0.02
Nissan Micra XL,Kolkata,2016,31001,First,1198,75.0,5.0,3.0,18.44,True,True,9,3444.56,False,0.04
Hyundai Verna 1.6 SX,Jaipur,2012,65900,First,1582,126.32,5.0,5.75,22.32,False,True,13,5069.23,False,0.05
Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,First,1591,121.3,5.0,10.75,15.29,True,True,8,3280.75,False,0.09
Maruti Wagon R VXI BS IV,Jaipur,2013,62700,Second,998,67.04,5.0,2.85,20.51,True,True,12,5225.0,False,0.04
Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,First,2354,180.0,5.0,6.5,10.2,True,False,17,5294.12,False,0.04
Honda City 1.5 S AT,Bangalore,2016,36000,First,1497,118.0,5.0,9.45,16.8,True,False,9,4000.0,False,0.08
Maruti Baleno Alpha 1.3,Delhi,2016,46000,First,1248,74.0,5.0,6.75,27.39,False,True,9,5111.11,False,0.09
